time,actual_x,actual_z,predicted_x,predicted_z,drift
2484.18,0.2612,-0.0408,0.2758,-0.0174,0.0275
2484.21,0.2575,-0.0471,0.2726,-0.024,0.0277
2484.24,0.2535,-0.0536,0.2692,-0.0306,0.0278
2484.27,0.2492,-0.0601,0.2654,-0.0375,0.0279
2484.3,0.2446,-0.0667,0.2614,-0.0444,0.028
2484.33,0.2397,-0.0734,0.2571,-0.0514,0.0281
2484.36,0.2346,-0.0802,0.2526,-0.0585,0.0282
2484.39,0.2291,-0.0869,0.2477,-0.0656,0.0283
2484.42,0.2234,-0.0937,0.2425,-0.0728,0.0283
2484.45,0.2173,-0.1004,0.237,-0.08,0.0284
2484.48,0.211,-0.1072,0.2312,-0.0872,0.0285
2484.51,0.2043,-0.1138,0.2251,-0.0943,0.0285
2484.54,0.1974,-0.1204,0.2187,-0.1014,0.0286
2484.57,0.1901,-0.1269,0.212,-0.1084,0.0286
2484.6,0.1826,-0.1333,0.2049,-0.1154,0.0286
2484.63,0.1748,-0.1395,0.1976,-0.1222,0.0287
2484.66,0.1667,-0.1456,0.19,-0.1289,0.0287
2484.69,0.1583,-0.1515,0.182,-0.1355,0.0287
2484.72,0.1496,-0.1572,0.1738,-0.1418,0.0287
2484.75,0.1407,-0.1627,0.1653,-0.148,0.0286
2484.78,0.1316,-0.168,0.1565,-0.154,0.0286
2484.81,0.1223,-0.173,0.1475,-0.1597,0.0286
2484.84,0.1127,-0.1778,0.1383,-0.1652,0.0285
2484.87,0.1029,-0.1823,0.1288,-0.1704,0.0285
2484.9,0.093,-0.1865,0.1192,-0.1754,0.0284
2484.93,0.0829,-0.1904,0.1093,-0.1801,0.0283
2484.96,0.0727,-0.194,0.0993,-0.1844,0.0282
2484.99,0.0624,-0.1973,0.0891,-0.1885,0.0282
2485.02,0.0519,-0.2003,0.0788,-0.1922,0.028
2485.05,0.0414,-0.2029,0.0684,-0.1956,0.0279
2485.08,0.0309,-0.2052,0.0579,-0.1987,0.0278
2485.11,0.0203,-0.2072,0.0473,-0.2014,0.0277
2485.14,0.0096,-0.2088,0.0367,-0.2038,0.0275
2485.17,-0.001,-0.2101,0.0261,-0.2058,0.0274
2485.2,-0.0115,-0.211,0.0154,-0.2075,0.0272
2485.23,-0.022,-0.2117,0.0048,-0.2088,0.027
2485.26,-0.0325,-0.212,-0.0057,-0.2099,0.0268
2485.29,-0.0428,-0.212,-0.0162,-0.2106,0.0266
2485.32,-0.0531,-0.2117,-0.0266,-0.2109,0.0264
2485.35,-0.0632,-0.2111,-0.0369,-0.211,0.0262
2485.38,-0.0731,-0.2102,-0.0471,-0.2107,0.026
2485.41,-0.0829,-0.209,-0.0571,-0.2102,0.0258
2485.44,-0.0925,-0.2076,-0.067,-0.2094,0.0256
2485.47,-0.1019,-0.2059,-0.0767,-0.2083,0.0253
2485.5,-0.1111,-0.2041,-0.0862,-0.2069,0.0251
2485.53,-0.12,-0.202,-0.0954,-0.2054,0.0248
2485.56,-0.1288,-0.1997,-0.1045,-0.2036,0.0246
2485.59,-0.1372,-0.1972,-0.1133,-0.2016,0.0243
2485.62,-0.1454,-0.1946,-0.1219,-0.1994,0.024
2485.65,-0.1534,-0.1919,-0.1302,-0.197,0.0237
2485.68,-0.1611,-0.189,-0.1383,-0.1945,0.0235
2485.71,-0.1685,-0.186,-0.1461,-0.1919,0.0232
2485.74,-0.1756,-0.1829,-0.1536,-0.1892,0.0229
2485.77,-0.1825,-0.1798,-0.1609,-0.1864,0.0226
2485.8,-0.189,-0.1766,-0.1678,-0.1835,0.0223
2485.83,-0.1953,-0.1734,-0.1745,-0.1805,0.022
2485.86,-0.2012,-0.1702,-0.1808,-0.1775,0.0217
2485.89,-0.2069,-0.167,-0.1869,-0.1745,0.0214
2485.92,-0.2123,-0.1639,-0.1927,-0.1715,0.021
2485.95,-0.2174,-0.1607,-0.1982,-0.1685,0.0207
2485.98,-0.2222,-0.1576,-0.2034,-0.1655,0.0204
2486.01,-0.2268,-0.1546,-0.2083,-0.1626,0.0201
2486.04,-0.231,-0.1517,-0.213,-0.1597,0.0198
2486.07,-0.235,-0.1489,-0.2173,-0.1569,0.0194
2486.1,-0.2387,-0.1462,-0.2214,-0.1542,0.0191
2486.13,-0.2421,-0.1436,-0.2252,-0.1517,0.0188
2486.16,-0.2453,-0.1411,-0.2287,-0.1492,0.0184
2486.19,-0.2482,-0.1388,-0.2319,-0.1468,0.0181
2486.22,-0.2508,-0.1366,-0.2349,-0.1446,0.0178
2486.25,-0.2532,-0.1347,-0.2377,-0.1425,0.0174
2486.28,-0.2554,-0.1328,-0.2401,-0.1406,0.0171
2486.31,-0.2572,-0.1312,-0.2423,-0.1389,0.0168
2486.34,-0.2589,-0.1297,-0.2443,-0.1373,0.0164
2486.37,-0.2603,-0.1285,-0.246,-0.1359,0.0161
2486.4,-0.2615,-0.1274,-0.2475,-0.1347,0.0158
2486.43,-0.2624,-0.1266,-0.2487,-0.1337,0.0154
2486.46,-0.2631,-0.1259,-0.2497,-0.1328,0.0151
2486.49,-0.2636,-0.1255,-0.2505,-0.1322,0.0147
2486.52,-0.2638,-0.1252,-0.251,-0.1318,0.0144
2486.55,-0.2638,-0.1252,-0.2512,-0.1315,0.0141
2486.58,-0.2636,-0.1254,-0.2513,-0.1315,0.0137
2486.61,-0.2631,-0.1258,-0.2511,-0.1316,0.0134
2486.64,-0.2624,-0.1264,-0.2507,-0.132,0.013
2486.67,-0.2615,-0.1272,-0.25,-0.1326,0.0127
2486.7,-0.2603,-0.1282,-0.2491,-0.1333,0.0123
2486.73,-0.2589,-0.1294,-0.248,-0.1343,0.012
2486.76,-0.2573,-0.1308,-0.2466,-0.1354,0.0116
2486.79,-0.2554,-0.1324,-0.245,-0.1368,0.0113
2486.82,-0.2532,-0.1342,-0.2431,-0.1383,0.0109
2486.85,-0.2508,-0.1362,-0.241,-0.14,0.0105
2486.88,-0.2482,-0.1383,-0.2386,-0.1418,0.0102
2486.91,-0.2452,-0.1406,-0.236,-0.1438,0.0098
2486.94,-0.2421,-0.143,-0.2331,-0.146,0.0094
2486.97,-0.2386,-0.1456,-0.2299,-0.1483,0.0091
2487.0,-0.2349,-0.1483,-0.2265,-0.1507,0.0087
2487.03,-0.2309,-0.1512,-0.2228,-0.1533,0.0083
2487.06,-0.2266,-0.1541,-0.2189,-0.1559,0.0079
2487.09,-0.222,-0.1571,-0.2146,-0.1587,0.0076
2487.12,-0.2171,-0.1602,-0.2101,-0.1615,0.0072
2487.15,-0.212,-0.1634,-0.2053,-0.1644,0.0068
2487.18,-0.2065,-0.1666,-0.2002,-0.1674,0.0064
2487.21,-0.2008,-0.1698,-0.1948,-0.1704,0.006
2487.24,-0.1947,-0.173,-0.1891,-0.1734,0.0056
2487.27,-0.1884,-0.1763,-0.1831,-0.1764,0.0052
2487.3,-0.1817,-0.1795,-0.1769,-0.1794,0.0048
2487.33,-0.1747,-0.1826,-0.1703,-0.1824,0.0044
2487.36,-0.1675,-0.1857,-0.1635,-0.1853,0.004
2487.39,-0.1599,-0.1887,-0.1563,-0.1881,0.0036
2487.42,-0.1521,-0.1917,-0.1489,-0.1909,0.0032
2487.45,-0.1439,-0.1945,-0.1412,-0.1936,0.0028
2487.48,-0.1355,-0.1971,-0.1333,-0.1961,0.0024
2487.51,-0.1268,-0.1996,-0.125,-0.1985,0.0021
2487.54,-0.1179,-0.2019,-0.1166,-0.2008,0.0017
2487.57,-0.1087,-0.204,-0.1078,-0.2028,0.0014
2487.6,-0.0992,-0.2059,-0.0988,-0.2047,0.0012
2487.63,-0.0895,-0.2075,-0.0896,-0.2064,0.0012
2487.66,-0.0796,-0.2089,-0.0802,-0.2078,0.0013
2487.69,-0.0696,-0.21,-0.0706,-0.209,0.0015
2487.72,-0.0593,-0.2109,-0.0608,-0.2099,0.0018
2487.75,-0.0488,-0.2114,-0.0508,-0.2106,0.0022
2487.78,-0.0382,-0.2116,-0.0407,-0.2109,0.0026
2487.81,-0.0275,-0.2115,-0.0305,-0.211,0.003
2487.84,-0.0167,-0.2111,-0.0201,-0.2107,0.0034
2487.87,-0.0058,-0.2103,-0.0096,-0.2102,0.0039
2487.9,0.0052,-0.2092,0.0009,-0.2093,0.0043
2487.93,0.0162,-0.2077,0.0115,-0.208,0.0047
2487.96,0.0273,-0.2058,0.0221,-0.2065,0.0052
2487.99,0.0383,-0.2036,0.0327,-0.2046,0.0056
2488.02,0.0493,-0.201,0.0434,-0.2023,0.0061
2488.05,0.0602,-0.198,0.0539,-0.1997,0.0065
2488.08,0.0711,-0.1947,0.0645,-0.1968,0.007
2488.11,0.0819,-0.191,0.0749,-0.1935,0.0074
2488.14,0.0926,-0.1869,0.0853,-0.1899,0.0079
2488.17,0.1031,-0.1826,0.0955,-0.186,0.0083
2488.2,0.1134,-0.1778,0.1056,-0.1817,0.0088
2488.23,0.1236,-0.1728,0.1155,-0.1772,0.0092
2488.26,0.1336,-0.1674,0.1252,-0.1723,0.0096
2488.29,0.1433,-0.1618,0.1348,-0.1672,0.0101
2488.32,0.1528,-0.1559,0.1441,-0.1618,0.0105
2488.35,0.162,-0.1497,0.1532,-0.1561,0.0109
2488.38,0.171,-0.1433,0.1621,-0.1503,0.0113
2488.41,0.1797,-0.1366,0.1707,-0.1442,0.0118
2488.44,0.1881,-0.1298,0.179,-0.1378,0.0122
2488.47,0.1962,-0.1227,0.187,-0.1314,0.0126
2488.5,0.204,-0.1155,0.1948,-0.1247,0.013
2488.53,0.2114,-0.1082,0.2022,-0.1179,0.0134
2488.56,0.2185,-0.1007,0.2094,-0.111,0.0138
2488.59,0.2253,-0.0932,0.2162,-0.104,0.0142
2488.62,0.2318,-0.0855,0.2228,-0.097,0.0146
2488.65,0.2379,-0.0779,0.229,-0.0898,0.0149
2488.68,0.2437,-0.0701,0.2349,-0.0826,0.0153
